pollen,location,from,to,value
Pinus,DEBIED,2018-08-22 03:00:00,2018-08-22 04:00:00,0.0
Pinus,DEVIEC,2018-08-22 03:00:00,2018-08-22 04:00:00,0.0
Poaceae,DEBIED,2018-08-22 03:00:00,2018-08-22 04:00:00,0.0
Poaceae,DEVIEC,2018-08-22 03:00:00,2018-08-22 04:00:00,0.0
Pinus,DEBIED,2018-08-22 06:00:00,2018-08-22 07:00:00,0.0
Pinus,DEVIEC,2018-08-22 06:00:00,2018-08-22 07:00:00,0.0
Poaceae,DEBIED,2018-08-22 06:00:00,2018-08-22 07:00:00,0.0
Poaceae,DEVIEC,2018-08-22 06:00:00,2018-08-22 07:00:00,0.0
Pinus,DEBIED,2018-08-22 09:00:00,2018-08-22 10:00:00,0.0
Pinus,DEVIEC,2018-08-22 09:00:00,2018-08-22 10:00:00,0.0
Poaceae,DEBIED,2018-08-22 09:00:00,2018-08-22 10:00:00,0.0
Poaceae,DEVIEC,2018-08-22 09:00:00,2018-08-22 10:00:00,0.0
Pinus,DEBIED,2018-08-22 12:00:00,2018-08-22 13:00:00,0.0
Pinus,DEVIEC,2018-08-22 12:00:00,2018-08-22 13:00:00,0.0
Poaceae,DEBIED,2018-08-22 12:00:00,2018-08-22 13:00:00,0.0
Poaceae,DEVIEC,2018-08-22 12:00:00,2018-08-22 13:00:00,0.0
Pinus,DEBIED,2018-08-22 15:00:00,2018-08-22 16:00:00,0.0
Pinus,DEVIEC,2018-08-22 15:00:00,2018-08-22 16:00:00,0.0
Poaceae,DEBIED,2018-08-22 15:00:00,2018-08-22 16:00:00,4.77775475
Poaceae,DEVIEC,2018-08-22 15:00:00,2018-08-22 16:00:00,5.201783518
Pinus,DEBIED,2018-08-22 18:00:00,2018-08-22 19:00:00,0.0
Pinus,DEVIEC,2018-08-22 18:00:00,2018-08-22 19:00:00,0.0
Poaceae,DEBIED,2018-08-22 18:00:00,2018-08-22 19:00:00,0.0
Poaceae,DEVIEC,2018-08-22 18:00:00,2018-08-22 19:00:00,0.0
Pinus,DEBIED,2018-08-22 21:00:00,2018-08-22 22:00:00,0.0
Pinus,DEVIEC,2018-08-22 21:00:00,2018-08-22 22:00:00,0.0
Poaceae,DEBIED,2018-08-22 21:00:00,2018-08-22 22:00:00,0.0
Poaceae,DEVIEC,2018-08-22 21:00:00,2018-08-22 22:00:00,0.0
Pinus,DEBIED,2018-08-23 00:00:00,2018-08-23 01:00:00,0.0
Pinus,DEVIEC,2018-08-23 00:00:00,2018-08-23 01:00:00,0.0
Poaceae,DEBIED,2018-08-23 00:00:00,2018-08-23 01:00:00,0.0
Poaceae,DEVIEC,2018-08-23 00:00:00,2018-08-23 01:00:00,0.0
Pinus,DEBIED,2018-08-23 03:00:00,2018-08-23 04:00:00,0.0
Pinus,DEVIEC,2018-08-23 03:00:00,2018-08-23 04:00:00,0.0
Poaceae,DEBIED,2018-08-23 03:00:00,2018-08-23 04:00:00,0.0
Poaceae,DEVIEC,2018-08-23 03:00:00,2018-08-23 04:00:00,0.0
Pinus,DEBIED,2018-08-23 06:00:00,2018-08-23 07:00:00,0.0
Pinus,DEVIEC,2018-08-23 06:00:00,2018-08-23 07:00:00,0.0
Poaceae,DEBIED,2018-08-23 06:00:00,2018-08-23 07:00:00,0.0
Poaceae,DEVIEC,2018-08-23 06:00:00,2018-08-23 07:00:00,0.0
Pinus,DEBIED,2018-08-23 09:00:00,2018-08-23 10:00:00,0.0
Pinus,DEVIEC,2018-08-23 09:00:00,2018-08-23 10:00:00,0.0
Poaceae,DEBIED,2018-08-23 09:00:00,2018-08-23 10:00:00,0.0
Poaceae,DEVIEC,2018-08-23 09:00:00,2018-08-23 10:00:00,0.0
Pinus,DEBIED,2018-08-23 12:00:00,2018-08-23 13:00:00,0.0
Pinus,DEVIEC,2018-08-23 12:00:00,2018-08-23 13:00:00,0.0
Poaceae,DEBIED,2018-08-23 12:00:00,2018-08-23 13:00:00,0.0
Poaceae,DEVIEC,2018-08-23 12:00:00,2018-08-23 13:00:00,0.0
Pinus,DEBIED,2018-08-23 15:00:00,2018-08-23 16:00:00,0.0
Pinus,DEVIEC,2018-08-23 15:00:00,2018-08-23 16:00:00,0.0
Poaceae,DEBIED,2018-08-23 15:00:00,2018-08-23 16:00:00,0.0
Poaceae,DEVIEC,2018-08-23 15:00:00,2018-08-23 16:00:00,0.0
Pinus,DEBIED,2018-08-23 18:00:00,2018-08-23 19:00:00,0.0
Pinus,DEVIEC,2018-08-23 18:00:00,2018-08-23 19:00:00,0.0
Poaceae,DEBIED,2018-08-23 18:00:00,2018-08-23 19:00:00,0.0
Poaceae,DEVIEC,2018-08-23 18:00:00,2018-08-23 19:00:00,0.0
Pinus,DEBIED,2018-08-23 21:00:00,2018-08-23 22:00:00,0.0
Pinus,DEVIEC,2018-08-23 21:00:00,2018-08-23 22:00:00,0.0
Poaceae,DEBIED,2018-08-23 21:00:00,2018-08-23 22:00:00,0.0
Poaceae,DEVIEC,2018-08-23 21:00:00,2018-08-23 22:00:00,0.0
Pinus,DEBIED,2018-08-24 00:00:00,2018-08-24 01:00:00,0.0
Pinus,DEVIEC,2018-08-24 00:00:00,2018-08-24 01:00:00,0.0
Poaceae,DEBIED,2018-08-24 00:00:00,2018-08-24 01:00:00,0.0
Poaceae,DEVIEC,2018-08-24 00:00:00,2018-08-24 01:00:00,0.0
Pinus,DEBIED,2018-08-24 03:00:00,2018-08-24 04:00:00,0.0
Pinus,DEVIEC,2018-08-24 03:00:00,2018-08-24 04:00:00,0.0
Poaceae,DEBIED,2018-08-24 03:00:00,2018-08-24 04:00:00,0.0
Poaceae,DEVIEC,2018-08-24 03:00:00,2018-08-24 04:00:00,0.0
Pinus,DEBIED,2018-08-24 06:00:00,2018-08-24 07:00:00,0.0
Pinus,DEVIEC,2018-08-24 06:00:00,2018-08-24 07:00:00,0.0
Poaceae,DEBIED,2018-08-24 06:00:00,2018-08-24 07:00:00,0.0
Poaceae,DEVIEC,2018-08-24 06:00:00,2018-08-24 07:00:00,0.0
Pinus,DEBIED,2018-08-24 09:00:00,2018-08-24 10:00:00,0.0
Pinus,DEVIEC,2018-08-24 09:00:00,2018-08-24 10:00:00,0.0
Poaceae,DEBIED,2018-08-24 09:00:00,2018-08-24 10:00:00,0.0
Poaceae,DEVIEC,2018-08-24 09:00:00,2018-08-24 10:00:00,0.0
Pinus,DEBIED,2018-08-24 12:00:00,2018-08-24 13:00:00,0.0
Pinus,DEVIEC,2018-08-24 12:00:00,2018-08-24 13:00:00,0.0
Poaceae,DEBIED,2018-08-24 12:00:00,2018-08-24 13:00:00,0.0
Poaceae,DEVIEC,2018-08-24 12:00:00,2018-08-24 13:00:00,0.0
Pinus,DEBIED,2018-08-24 15:00:00,2018-08-24 16:00:00,0.0
Pinus,DEVIEC,2018-08-24 15:00:00,2018-08-24 16:00:00,0.0
Poaceae,DEBIED,2018-08-24 15:00:00,2018-08-24 16:00:00,0.0
Poaceae,DEVIEC,2018-08-24 15:00:00,2018-08-24 16:00:00,5.201783518
Pinus,DEBIED,2018-08-24 18:00:00,2018-08-24 19:00:00,0.0
Pinus,DEVIEC,2018-08-24 18:00:00,2018-08-24 19:00:00,0.0
Poaceae,DEBIED,2018-08-24 18:00:00,2018-08-24 19:00:00,0.0
Poaceae,DEVIEC,2018-08-24 18:00:00,2018-08-24 19:00:00,0.0
Pinus,DEBIED,2018-08-24 21:00:00,2018-08-24 22:00:00,0.0
Pinus,DEVIEC,2018-08-24 21:00:00,2018-08-24 22:00:00,0.0
Poaceae,DEBIED,2018-08-24 21:00:00,2018-08-24 22:00:00,0.0
Poaceae,DEVIEC,2018-08-24 21:00:00,2018-08-24 22:00:00,0.0
Pinus,DEBIED,2018-08-25 00:00:00,2018-08-25 01:00:00,0.0
Pinus,DEVIEC,2018-08-25 00:00:00,2018-08-25 01:00:00,0.0
Poaceae,DEBIED,2018-08-25 00:00:00,2018-08-25 01:00:00,0.0
Poaceae,DEVIEC,2018-08-25 00:00:00,2018-08-25 01:00:00,0.0
Pinus,DEBIED,2018-08-25 03:00:00,2018-08-25 04:00:00,0.0
Pinus,DEVIEC,2018-08-25 03:00:00,2018-08-25 04:00:00,0.0
Poaceae,DEBIED,2018-08-25 03:00:00,2018-08-25 04:00:00,4.785567922
Poaceae,DEVIEC,2018-08-25 03:00:00,2018-08-25 04:00:00,0.0
Pinus,DEBIED,2018-08-25 06:00:00,2018-08-25 07:00:00,0.0
Pinus,DEVIEC,2018-08-25 06:00:00,2018-08-25 07:00:00,0.0
Poaceae,DEBIED,2018-08-25 06:00:00,2018-08-25 07:00:00,0.0
Poaceae,DEVIEC,2018-08-25 06:00:00,2018-08-25 07:00:00,0.0
Pinus,DEBIED,2018-08-25 09:00:00,2018-08-25 10:00:00,0.0
Pinus,DEVIEC,2018-08-25 09:00:00,2018-08-25 10:00:00,0.0
Poaceae,DEBIED,2018-08-25 09:00:00,2018-08-25 10:00:00,0.0
Poaceae,DEVIEC,2018-08-25 09:00:00,2018-08-25 10:00:00,0.0
Pinus,DEBIED,2018-08-25 12:00:00,2018-08-25 13:00:00,0.0
Pinus,DEVIEC,2018-08-25 12:00:00,2018-08-25 13:00:00,0.0
Poaceae,DEBIED,2018-08-25 12:00:00,2018-08-25 13:00:00,0.0
Poaceae,DEVIEC,2018-08-25 12:00:00,2018-08-25 13:00:00,0.0
Pinus,DEBIED,2018-08-25 15:00:00,2018-08-25 16:00:00,0.0
Pinus,DEVIEC,2018-08-25 15:00:00,2018-08-25 16:00:00,0.0
Poaceae,DEBIED,2018-08-25 15:00:00,2018-08-25 16:00:00,0.0
Poaceae,DEVIEC,2018-08-25 15:00:00,2018-08-25 16:00:00,5.150125328
Pinus,DEBIED,2018-08-25 18:00:00,2018-08-25 19:00:00,0.0
Pinus,DEVIEC,2018-08-25 18:00:00,2018-08-25 19:00:00,0.0
Poaceae,DEBIED,2018-08-25 18:00:00,2018-08-25 19:00:00,0.0
Poaceae,DEVIEC,2018-08-25 18:00:00,2018-08-25 19:00:00,0.0
Pinus,DEBIED,2018-08-25 21:00:00,2018-08-25 22:00:00,0.0
Pinus,DEVIEC,2018-08-25 21:00:00,2018-08-25 22:00:00,0.0
Poaceae,DEBIED,2018-08-25 21:00:00,2018-08-25 22:00:00,0.0
Poaceae,DEVIEC,2018-08-25 21:00:00,2018-08-25 22:00:00,0.0
Pinus,DEBIED,2018-08-26 00:00:00,2018-08-26 01:00:00,0.0
Pinus,DEVIEC,2018-08-26 00:00:00,2018-08-26 01:00:00,0.0
Poaceae,DEBIED,2018-08-26 00:00:00,2018-08-26 01:00:00,0.0
Poaceae,DEVIEC,2018-08-26 00:00:00,2018-08-26 01:00:00,0.0
Pinus,DEBIED,2018-08-26 03:00:00,2018-08-26 04:00:00,0.0
Pinus,DEVIEC,2018-08-26 03:00:00,2018-08-26 04:00:00,0.0
Poaceae,DEBIED,2018-08-26 03:00:00,2018-08-26 04:00:00,0.0
Poaceae,DEVIEC,2018-08-26 03:00:00,2018-08-26 04:00:00,0.0
Pinus,DEBIED,2018-08-26 06:00:00,2018-08-26 07:00:00,0.0
Pinus,DEVIEC,2018-08-26 06:00:00,2018-08-26 07:00:00,0.0
Poaceae,DEBIED,2018-08-26 06:00:00,2018-08-26 07:00:00,0.0
Poaceae,DEVIEC,2018-08-26 06:00:00,2018-08-26 07:00:00,0.0
Pinus,DEBIED,2018-08-26 09:00:00,2018-08-26 10:00:00,0.0
Pinus,DEVIEC,2018-08-26 09:00:00,2018-08-26 10:00:00,0.0
Poaceae,DEBIED,2018-08-26 09:00:00,2018-08-26 10:00:00,0.0
Poaceae,DEVIEC,2018-08-26 09:00:00,2018-08-26 10:00:00,0.0
Pinus,DEBIED,2018-08-26 12:00:00,2018-08-26 13:00:00,0.0
Pinus,DEVIEC,2018-08-26 12:00:00,2018-08-26 13:00:00,0.0
Poaceae,DEBIED,2018-08-26 12:00:00,2018-08-26 13:00:00,0.0
Poaceae,DEVIEC,2018-08-26 12:00:00,2018-08-26 13:00:00,0.0
Pinus,DEBIED,2018-08-26 15:00:00,2018-08-26 16:00:00,0.0
Pinus,DEVIEC,2018-08-26 15:00:00,2018-08-26 16:00:00,0.0
Poaceae,DEBIED,2018-08-26 15:00:00,2018-08-26 16:00:00,0.0
Poaceae,DEVIEC,2018-08-26 15:00:00,2018-08-26 16:00:00,0.0
Pinus,DEBIED,2018-08-26 18:00:00,2018-08-26 19:00:00,0.0
Pinus,DEVIEC,2018-08-26 18:00:00,2018-08-26 19:00:00,0.0
Poaceae,DEBIED,2018-08-26 18:00:00,2018-08-26 19:00:00,4.72496736
Poaceae,DEVIEC,2018-08-26 18:00:00,2018-08-26 19:00:00,0.0
Pinus,DEBIED,2018-08-26 21:00:00,2018-08-26 22:00:00,0.0
Pinus,DEVIEC,2018-08-26 21:00:00,2018-08-26 22:00:00,0.0
Poaceae,DEBIED,2018-08-26 21:00:00,2018-08-26 22:00:00,0.0
Poaceae,DEVIEC,2018-08-26 21:00:00,2018-08-26 22:00:00,0.0
Pinus,DEBIED,2018-08-27 00:00:00,2018-08-27 01:00:00,0.0
Pinus,DEVIEC,2018-08-27 00:00:00,2018-08-27 01:00:00,0.0
Poaceae,DEBIED,2018-08-27 00:00:00,2018-08-27 01:00:00,0.0
Poaceae,DEVIEC,2018-08-27 00:00:00,2018-08-27 01:00:00,0.0
Pinus,DEBIED,2018-08-27 03:00:00,2018-08-27 04:00:00,0.0
Pinus,DEVIEC,2018-08-27 03:00:00,2018-08-27 04:00:00,0.0
Poaceae,DEBIED,2018-08-27 03:00:00,2018-08-27 04:00:00,0.0
Poaceae,DEVIEC,2018-08-27 03:00:00,2018-08-27 04:00:00,0.0
Pinus,DEBIED,2018-08-27 06:00:00,2018-08-27 07:00:00,0.0
Pinus,DEVIEC,2018-08-27 06:00:00,2018-08-27 07:00:00,0.0
Poaceae,DEBIED,2018-08-27 06:00:00,2018-08-27 07:00:00,0.0
Poaceae,DEVIEC,2018-08-27 06:00:00,2018-08-27 07:00:00,0.0
Pinus,DEBIED,2018-08-27 09:00:00,2018-08-27 10:00:00,0.0
Pinus,DEVIEC,2018-08-27 09:00:00,2018-08-27 10:00:00,0.0
Poaceae,DEBIED,2018-08-27 09:00:00,2018-08-27 10:00:00,0.0
Poaceae,DEVIEC,2018-08-27 09:00:00,2018-08-27 10:00:00,0.0
Pinus,DEBIED,2018-08-27 12:00:00,2018-08-27 13:00:00,0.0
Pinus,DEVIEC,2018-08-27 12:00:00,2018-08-27 13:00:00,0.0
Poaceae,DEBIED,2018-08-27 12:00:00,2018-08-27 13:00:00,0.0
Poaceae,DEVIEC,2018-08-27 12:00:00,2018-08-27 13:00:00,5.196944649
Pinus,DEBIED,2018-08-27 15:00:00,2018-08-27 16:00:00,0.0
Pinus,DEVIEC,2018-08-27 15:00:00,2018-08-27 16:00:00,0.0
Poaceae,DEBIED,2018-08-27 15:00:00,2018-08-27 16:00:00,0.0
Poaceae,DEVIEC,2018-08-27 15:00:00,2018-08-27 16:00:00,0.0
Pinus,DEBIED,2018-08-27 18:00:00,2018-08-27 19:00:00,0.0
Pinus,DEVIEC,2018-08-27 18:00:00,2018-08-27 19:00:00,0.0
Poaceae,DEBIED,2018-08-27 18:00:00,2018-08-27 19:00:00,0.0
Poaceae,DEVIEC,2018-08-27 18:00:00,2018-08-27 19:00:00,0.0
Pinus,DEBIED,2018-08-27 21:00:00,2018-08-27 22:00:00,0.0
Pinus,DEVIEC,2018-08-27 21:00:00,2018-08-27 22:00:00,0.0
Poaceae,DEBIED,2018-08-27 21:00:00,2018-08-27 22:00:00,0.0
Poaceae,DEVIEC,2018-08-27 21:00:00,2018-08-27 22:00:00,0.0
Pinus,DEBIED,2018-08-28 00:00:00,2018-08-28 01:00:00,0.0
Pinus,DEVIEC,2018-08-28 00:00:00,2018-08-28 01:00:00,0.0
Poaceae,DEBIED,2018-08-28 00:00:00,2018-08-28 01:00:00,4.740421055
Poaceae,DEVIEC,2018-08-28 00:00:00,2018-08-28 01:00:00,0.0
Pinus,DEBIED,2018-08-28 03:00:00,2018-08-28 04:00:00,0.0
Pinus,DEVIEC,2018-08-28 03:00:00,2018-08-28 04:00:00,0.0
Poaceae,DEBIED,2018-08-28 03:00:00,2018-08-28 04:00:00,0.0
Poaceae,DEVIEC,2018-08-28 03:00:00,2018-08-28 04:00:00,0.0
Pinus,DEBIED,2018-08-28 06:00:00,2018-08-28 07:00:00,0.0
Pinus,DEVIEC,2018-08-28 06:00:00,2018-08-28 07:00:00,0.0
Poaceae,DEBIED,2018-08-28 06:00:00,2018-08-28 07:00:00,0.0
Poaceae,DEVIEC,2018-08-28 06:00:00,2018-08-28 07:00:00,0.0
Pinus,DEBIED,2018-08-28 09:00:00,2018-08-28 10:00:00,0.0
Pinus,DEVIEC,2018-08-28 09:00:00,2018-08-28 10:00:00,0.0
Poaceae,DEBIED,2018-08-28 09:00:00,2018-08-28 10:00:00,0.0
Poaceae,DEVIEC,2018-08-28 09:00:00,2018-08-28 10:00:00,0.0
Pinus,DEBIED,2018-08-28 12:00:00,2018-08-28 13:00:00,0.0
Pinus,DEVIEC,2018-08-28 12:00:00,2018-08-28 13:00:00,0.0
Poaceae,DEBIED,2018-08-28 12:00:00,2018-08-28 13:00:00,0.0
Poaceae,DEVIEC,2018-08-28 12:00:00,2018-08-28 13:00:00,0.0
Pinus,DEBIED,2018-08-28 15:00:00,2018-08-28 16:00:00,0.0
Pinus,DEVIEC,2018-08-28 15:00:00,2018-08-28 16:00:00,0.0
Poaceae,DEBIED,2018-08-28 15:00:00,2018-08-28 16:00:00,0.0
Poaceae,DEVIEC,2018-08-28 15:00:00,2018-08-28 16:00:00,0.0
Pinus,DEBIED,2018-08-28 18:00:00,2018-08-28 19:00:00,0.0
Pinus,DEVIEC,2018-08-28 18:00:00,2018-08-28 19:00:00,0.0
Poaceae,DEBIED,2018-08-28 18:00:00,2018-08-28 19:00:00,0.0
Poaceae,DEVIEC,2018-08-28 18:00:00,2018-08-28 19:00:00,0.0
Pinus,DEBIED,2018-08-28 21:00:00,2018-08-28 22:00:00,0.0
Pinus,DEVIEC,2018-08-28 21:00:00,2018-08-28 22:00:00,0.0
Poaceae,DEBIED,2018-08-28 21:00:00,2018-08-28 22:00:00,0.0
Poaceae,DEVIEC,2018-08-28 21:00:00,2018-08-28 22:00:00,0.0
Pinus,DEBIED,2018-08-29 00:00:00,2018-08-29 01:00:00,0.0
Pinus,DEVIEC,2018-08-29 00:00:00,2018-08-29 01:00:00,0.0
Poaceae,DEBIED,2018-08-29 00:00:00,2018-08-29 01:00:00,0.0
Poaceae,DEVIEC,2018-08-29 00:00:00,2018-08-29 01:00:00,0.0
Pinus,DEBIED,2018-08-29 03:00:00,2018-08-29 04:00:00,0.0
Pinus,DEVIEC,2018-08-29 03:00:00,2018-08-29 04:00:00,0.0
Poaceae,DEBIED,2018-08-29 03:00:00,2018-08-29 04:00:00,0.0
Poaceae,DEVIEC,2018-08-29 03:00:00,2018-08-29 04:00:00,0.0
Pinus,DEBIED,2018-08-29 06:00:00,2018-08-29 07:00:00,0.0
Pinus,DEVIEC,2018-08-29 06:00:00,2018-08-29 07:00:00,0.0
Poaceae,DEBIED,2018-08-29 06:00:00,2018-08-29 07:00:00,0.0
Poaceae,DEVIEC,2018-08-29 06:00:00,2018-08-29 07:00:00,0.0
Pinus,DEVIEC,2018-08-29 09:00:00,2018-08-29 10:00:00,0.0
Poaceae,DEVIEC,2018-08-29 09:00:00,2018-08-29 10:00:00,0.0
Pinus,DEBIED,2018-08-29 12:00:00,2018-08-29 13:00:00,0.0
Pinus,DEVIEC,2018-08-29 12:00:00,2018-08-29 13:00:00,0.0
Poaceae,DEBIED,2018-08-29 12:00:00,2018-08-29 13:00:00,0.0
Poaceae,DEVIEC,2018-08-29 12:00:00,2018-08-29 13:00:00,0.0
Pinus,DEBIED,2018-08-29 15:00:00,2018-08-29 16:00:00,0.0
Pinus,DEVIEC,2018-08-29 15:00:00,2018-08-29 16:00:00,0.0
Poaceae,DEBIED,2018-08-29 15:00:00,2018-08-29 16:00:00,0.0
Poaceae,DEVIEC,2018-08-29 15:00:00,2018-08-29 16:00:00,0.0
Pinus,DEBIED,2018-08-29 18:00:00,2018-08-29 19:00:00,0.0
Pinus,DEVIEC,2018-08-29 18:00:00,2018-08-29 19:00:00,0.0
Poaceae,DEBIED,2018-08-29 18:00:00,2018-08-29 19:00:00,0.0
Poaceae,DEVIEC,2018-08-29 18:00:00,2018-08-29 19:00:00,0.0
Pinus,DEBIED,2018-08-29 21:00:00,2018-08-29 22:00:00,0.0
Pinus,DEVIEC,2018-08-29 21:00:00,2018-08-29 22:00:00,0.0
Poaceae,DEBIED,2018-08-29 21:00:00,2018-08-29 22:00:00,0.0
Poaceae,DEVIEC,2018-08-29 21:00:00,2018-08-29 22:00:00,0.0
Pinus,DEBIED,2018-08-30 00:00:00,2018-08-30 01:00:00,0.0
Pinus,DEVIEC,2018-08-30 00:00:00,2018-08-30 01:00:00,0.0
Poaceae,DEBIED,2018-08-30 00:00:00,2018-08-30 01:00:00,0.0
Poaceae,DEVIEC,2018-08-30 00:00:00,2018-08-30 01:00:00,0.0
Pinus,DEBIED,2018-08-30 03:00:00,2018-08-30 04:00:00,0.0
Pinus,DEVIEC,2018-08-30 03:00:00,2018-08-30 04:00:00,0.0
Poaceae,DEBIED,2018-08-30 03:00:00,2018-08-30 04:00:00,0.0
Poaceae,DEVIEC,2018-08-30 03:00:00,2018-08-30 04:00:00,0.0
Pinus,DEBIED,2018-08-30 06:00:00,2018-08-30 07:00:00,0.0
Pinus,DEVIEC,2018-08-30 06:00:00,2018-08-30 07:00:00,0.0
Poaceae,DEBIED,2018-08-30 06:00:00,2018-08-30 07:00:00,0.0
Poaceae,DEVIEC,2018-08-30 06:00:00,2018-08-30 07:00:00,0.0
Pinus,DEBIED,2018-08-30 09:00:00,2018-08-30 10:00:00,0.0
Poaceae,DEBIED,2018-08-30 09:00:00,2018-08-30 10:00:00,0.0
Pinus,DEVIEC,2018-08-31 09:00:00,2018-08-31 10:00:00,0.0
Poaceae,DEVIEC,2018-08-31 09:00:00,2018-08-31 10:00:00,0.0
Pinus,DEVIEC,2018-08-31 12:00:00,2018-08-31 13:00:00,0.0
Poaceae,DEVIEC,2018-08-31 12:00:00,2018-08-31 13:00:00,0.0
Pinus,DEBIED,2018-08-31 15:00:00,2018-08-31 16:00:00,0.0
Pinus,DEVIEC,2018-08-31 15:00:00,2018-08-31 16:00:00,0.0
Poaceae,DEBIED,2018-08-31 15:00:00,2018-08-31 16:00:00,0.0
Poaceae,DEVIEC,2018-08-31 15:00:00,2018-08-31 16:00:00,0.0
Pinus,DEBIED,2018-08-31 18:00:00,2018-08-31 19:00:00,0.0
Pinus,DEVIEC,2018-08-31 18:00:00,2018-08-31 19:00:00,0.0
Poaceae,DEBIED,2018-08-31 18:00:00,2018-08-31 19:00:00,0.0
Poaceae,DEVIEC,2018-08-31 18:00:00,2018-08-31 19:00:00,0.0
Pinus,DEBIED,2018-08-31 21:00:00,2018-08-31 22:00:00,0.0
Pinus,DEVIEC,2018-08-31 21:00:00,2018-08-31 22:00:00,0.0
Poaceae,DEBIED,2018-08-31 21:00:00,2018-08-31 22:00:00,0.0
Poaceae,DEVIEC,2018-08-31 21:00:00,2018-08-31 22:00:00,0.0
Pinus,DEBIED,2018-09-01 00:00:00,2018-09-01 01:00:00,0.0
Pinus,DEVIEC,2018-09-01 00:00:00,2018-09-01 01:00:00,0.0
Poaceae,DEBIED,2018-09-01 00:00:00,2018-09-01 01:00:00,0.0
Poaceae,DEVIEC,2018-09-01 00:00:00,2018-09-01 01:00:00,0.0
Pinus,DEBIED,2018-09-01 03:00:00,2018-09-01 04:00:00,0.0
Pinus,DEVIEC,2018-09-01 03:00:00,2018-09-01 04:00:00,0.0
Poaceae,DEBIED,2018-09-01 03:00:00,2018-09-01 04:00:00,0.0
Poaceae,DEVIEC,2018-09-01 03:00:00,2018-09-01 04:00:00,0.0
Pinus,DEBIED,2018-09-01 06:00:00,2018-09-01 07:00:00,0.0
Pinus,DEVIEC,2018-09-01 06:00:00,2018-09-01 07:00:00,0.0
Poaceae,DEBIED,2018-09-01 06:00:00,2018-09-01 07:00:00,0.0
Poaceae,DEVIEC,2018-09-01 06:00:00,2018-09-01 07:00:00,0.0
Pinus,DEBIED,2018-09-01 09:00:00,2018-09-01 10:00:00,0.0
Pinus,DEVIEC,2018-09-01 09:00:00,2018-09-01 10:00:00,0.0
Poaceae,DEBIED,2018-09-01 09:00:00,2018-09-01 10:00:00,0.0
Poaceae,DEVIEC,2018-09-01 09:00:00,2018-09-01 10:00:00,0.0
Pinus,DEBIED,2018-09-01 12:00:00,2018-09-01 13:00:00,0.0
Pinus,DEVIEC,2018-09-01 12:00:00,2018-09-01 13:00:00,0.0
Poaceae,DEBIED,2018-09-01 12:00:00,2018-09-01 13:00:00,0.0
Poaceae,DEVIEC,2018-09-01 12:00:00,2018-09-01 13:00:00,0.0
Pinus,DEBIED,2018-09-01 15:00:00,2018-09-01 16:00:00,0.0
Pinus,DEVIEC,2018-09-01 15:00:00,2018-09-01 16:00:00,0.0
Poaceae,DEBIED,2018-09-01 15:00:00,2018-09-01 16:00:00,0.0
Poaceae,DEVIEC,2018-09-01 15:00:00,2018-09-01 16:00:00,0.0
Pinus,DEBIED,2018-09-01 18:00:00,2018-09-01 19:00:00,0.0
Pinus,DEVIEC,2018-09-01 18:00:00,2018-09-01 19:00:00,0.0
Poaceae,DEBIED,2018-09-01 18:00:00,2018-09-01 19:00:00,0.0
Poaceae,DEVIEC,2018-09-01 18:00:00,2018-09-01 19:00:00,0.0
Pinus,DEBIED,2018-09-01 21:00:00,2018-09-01 22:00:00,0.0
Pinus,DEVIEC,2018-09-01 21:00:00,2018-09-01 22:00:00,0.0
Poaceae,DEBIED,2018-09-01 21:00:00,2018-09-01 22:00:00,0.0
Poaceae,DEVIEC,2018-09-01 21:00:00,2018-09-01 22:00:00,0.0
Pinus,DEBIED,2018-09-02 00:00:00,2018-09-02 01:00:00,0.0
Pinus,DEVIEC,2018-09-02 00:00:00,2018-09-02 01:00:00,0.0
Poaceae,DEBIED,2018-09-02 00:00:00,2018-09-02 01:00:00,0.0
Poaceae,DEVIEC,2018-09-02 00:00:00,2018-09-02 01:00:00,0.0
Pinus,DEBIED,2018-09-02 03:00:00,2018-09-02 04:00:00,0.0
Pinus,DEVIEC,2018-09-02 03:00:00,2018-09-02 04:00:00,0.0
Poaceae,DEBIED,2018-09-02 03:00:00,2018-09-02 04:00:00,0.0
Poaceae,DEVIEC,2018-09-02 03:00:00,2018-09-02 04:00:00,0.0
Pinus,DEBIED,2018-09-02 06:00:00,2018-09-02 07:00:00,0.0
Pinus,DEVIEC,2018-09-02 06:00:00,2018-09-02 07:00:00,0.0
Poaceae,DEBIED,2018-09-02 06:00:00,2018-09-02 07:00:00,0.0
Poaceae,DEVIEC,2018-09-02 06:00:00,2018-09-02 07:00:00,0.0
Pinus,DEBIED,2018-09-02 09:00:00,2018-09-02 10:00:00,0.0
Pinus,DEVIEC,2018-09-02 09:00:00,2018-09-02 10:00:00,0.0
Poaceae,DEBIED,2018-09-02 09:00:00,2018-09-02 10:00:00,0.0
Poaceae,DEVIEC,2018-09-02 09:00:00,2018-09-02 10:00:00,0.0
Pinus,DEBIED,2018-09-02 12:00:00,2018-09-02 13:00:00,0.0
Pinus,DEVIEC,2018-09-02 12:00:00,2018-09-02 13:00:00,0.0
Poaceae,DEBIED,2018-09-02 12:00:00,2018-09-02 13:00:00,0.0
Poaceae,DEVIEC,2018-09-02 12:00:00,2018-09-02 13:00:00,0.0
